Vannlokalitet_kode	Vannlokalitet	Betegnelse	Type	Aktivitet_id	Aktivitet_navn	Oppdragsgiver	Oppdragstaker	Parameter_id	Parameter_navn	Parameter_Casnr	Medium_id	Medium_navn	LatinskNavn_id	VitenskapligNavn	Provetakmetode_id	Analysemetode_id	Tid_provetak	Tid_provetak2	Ovre_dyp	Nedre_dyp	DybdeEnhet	Filtrert_Prove	UnntasKlassifisering	Operator	Verdi	Listenavn	Enhet	Provenr	Deteksjonsgrense	Kvantifiseringsgrense	Opprinnelse	Ant_verdier	Kommentar	Arkiv	UTM33 Ost (X)	UTM33 Nord (Y)
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CD	Kadmium	7440-43-9	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-03-01 00:00:00		0	0	m	Ufiltrert		=	0.03		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2015-02-12 00:00:00		0	0	m	Ufiltrert		=	0.03		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2017-05-09 00:00:00		0	0	m	Ufiltrert		=	0.03		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-07-07 00:00:00		0	0	m	Ufiltrert		=	0.04		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2017-05-09 00:00:00		0	0	m	Ufiltrert		=	0.04		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-04-26 00:00:00		0	0	m	Ufiltrert		=	0.04		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CD	Kadmium	7440-43-9	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2017-05-09 00:00:00		0	0	m	Ufiltrert		=	0.04		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		=	0.04		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	ALK	Total alkalitet		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 9963-1	2015-06-08 00:00:00				m	Ufiltrert		=	0.05		mmol/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	ALK	Total alkalitet		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 9963-1	2015-10-05 00:00:00				m	Ufiltrert		=	0.05		mmol/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-04-26 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-07-07 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-11-09 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-11-25 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2017-05-09 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2018-04-10 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-11-25 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2017-03-07 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2017-05-09 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-03-01 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CD	Kadmium	7440-43-9	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-03-01 00:00:00		0	0	m	Ufiltrert		=	0.05		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CU	Kobber	7440-50-8	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	NI	Nikkel	7440-02-0	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	NI	Nikkel	7440-02-0	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		<	0.05		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-01-18 00:00:00				m	Ufiltrert		=	0.05		øC	10_ 219_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	NI	Nikkel	7440-02-0	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-11-09 00:00:00		0	0	m	Ufiltrert		=	0.06		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	NIVA	ALK	Total alkalitet		VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6A	NS-EN ISO 9963-1	2015-11-01 00:00:00				m	Ufiltrert		=	0.06		mmol/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	PB	Bly	7439-92-1	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		=	0.06		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	PB	Bly	7439-92-1	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2015-02-12 00:00:00		0	0	m	Ufiltrert		=	0.06		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-11-25 00:00:00		0	0	m	Ufiltrert		=	0.06		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-11-25 00:00:00		0	0	m	Ufiltrert		=	0.07		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-03-01 00:00:00		0	0	m	Ufiltrert		=	0.07		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CD	Kadmium	7440-43-9	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2018-06-15 00:00:00		0	0	m	Ufiltrert		=	0.07		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-05-26 00:00:00		0	0	m	Ufiltrert		=	0.08		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-09-29 00:00:00		0	0	m	Ufiltrert		=	0.08		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	NI	Nikkel	7440-02-0	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-04-26 00:00:00		0	0	m	Ufiltrert		=	0.08		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2017-03-07 00:00:00		0	0	m	Ufiltrert		=	0.08		æg/l					1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	Ca	Kalsium	7440-70-2	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7980	2018-05-21 00:00:00				m	Ufiltrert		=	0.08		mg/l	18_4204_  3	0.025	0.05		1	Ved utl?p	N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2018-04-10 00:00:00		0	0	m	Ufiltrert		=	0.08		æg/l					1		N	21577.8	6819750.7
079-58880	Kraftverk K2							Mg										04.10.2022							0.08		mg/L									
079-58879	Hovedelv v. kraftstasjon							Mg										04.10.2022							0.09		mg/L									
079-58882	Ved Dale							Mg										04.10.2022							0.09		mg/L									
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	PB	Bly	7439-92-1	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2015-05-08 00:00:00		0	0	m	Ufiltrert		=	0.09		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2018-06-15 00:00:00		0	0	m	Ufiltrert		<	0.09		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-05-26 00:00:00		0	0	m	Ufiltrert		=	0.09		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-09-29 00:00:00		0	0	m	Ufiltrert		=	0.09		æg/l					1		N	23022.8	6820695.9
079-58883	Ved utl?p							Mg										04.10.2022							0.09		mg/L									
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-09-06 00:00:00		0	0	m	Ufiltrert		=	0.10		mg/l	439-2021-09070068				1		N	21577.8	6819750.7
079-58883	Ved utl?p							Mg										02.08.2022							0.10		mg/L									
079-58880	Kraftverk K2							Mg										06.12.2022							0.10		mg/L									
079-58879	Hovedelv v. kraftstasjon							Mg										02.08.2022							0.10		mg/L									
079-58879	Hovedelv v. kraftstasjon							Mg										06.12.2022							0.10		mg/L									
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-09-29 00:00:00		0	0	m	Ufiltrert		=	0.10		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-09-06 00:00:00		0	0	m	Ufiltrert		=	0.10		mg/l	439-2021-09070069				1		N	23022.8	6820695.9
079-58882	Ved Dale							Mg										06.12.2022							0.10		mg/L									
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2018-06-15 00:00:00		0	0	m	Ufiltrert		=	0.10		æg/l					1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-11-09 00:00:00		0	0	m	Ufiltrert		=	0.10		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	CR	Krom	7440-47-3	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2020-10-12 00:00:00		0	0	m	Ufiltrert		=	0.10		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	KOND	Konduktivitet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-ISO 7888	2021-04-05 00:00:00		0	0	m	Ufiltrert		<	0.10		mS/m	439-2021-04070230				1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2022-02-05 00:00:00		0	0	m	Ufiltrert		=	0.10		mg/l	439-2021-12070088				1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2022-02-05 00:00:00		0	0	m	Ufiltrert		=	0.10		mg/l	439-2021-12070084				1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2010-02-01 00:00:00				m	Ufiltrert		=	0.10		øC	10_ 500_  6				1	Ved Dale	N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	VestfoldLAB AS	TEMP	Temperatur		VF	Ferskvann	0	Artsuavhengig	UKJENT	UKJENT	2008-11-24 00:00:00				m	Ufiltrert		=	0.10		øC	08_6131_  3				1	Ved utl?p	N	21577.8	6819750.7
079-58879	Hovedelv v. kraftstasjon							Mg										13.09.2022							0.10		mg/L									
079-58880	Kraftverk K2							Mg										02.08.2022							0.10		mg/L									
079-58880	Kraftverk K2							Mg										13.09.2022							0.10		mg/L									
079-58883	Ved utl?p							Mg										06.12.2022							0.10		mg/L									
079-58883	Daleelva ved utl?p		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	AS	Arsen	7440-38-2	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2016-09-29 00:00:00		0	0	m	Ufiltrert		=	0.11		æg/l					1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-08-02 00:00:00		0	0	m	Ufiltrert		=	0.11		mg/l	439-2021-08040098				1		N	21577.8	6819750.7
079-58879	Hovedelv v. kraftstasjon							K										04.10.2022							0.11		mg/L									
079-58882	Ved Dale							K										04.10.2022							0.11		mg/L									
079-58880	Kraftverk K2							Mg										01.11.2022							0.11		mg/L									
079-58881	Siplo. sideelv							Mg										08.06.2022							0.11		mg/L									
079-58883	Ved utl?p							Mg										13.09.2022							0.11		mg/L									
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-06-06 00:00:00		0	0	m	Ufiltrert		=	0.12		mg/l	439-2021-06080109				1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-07-05 00:00:00		0	0	m	Ufiltrert		=	0.12		mg/l	439-2021-07060046				1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-08-02 00:00:00		0	0	m	Ufiltrert		=	0.12		mg/l	439-2021-08040097				1		N	23022.8	6820695.9
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-10-31 00:00:00		0	0	m	Ufiltrert		=	0.12		mg/l	439-2021-11020107				1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-07-05 00:00:00		0	0	m	Ufiltrert		=	0.12		mg/l	439-2021-07060047				1		N	21577.8	6819750.7
079-58883	Daleelva ved utl?p		Elv	KALK	Tiltaksoverv†king i kalkede laksevassdrag	Milj?direktoratet	Eurofins Environment Testing Norway AS (Moss)	Mg	Magnesium	7439-95-4	VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 17294-2:2016	2021-06-06 00:00:00		0	0	m	Ufiltrert		=	0.12		mg/l	439-2021-06080110				1		N	21577.8	6819750.7
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	PB	Bly	7439-92-1	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-07-07 00:00:00		0	0	m	Ufiltrert		=	0.12		æg/l					1		N	23022.8	6820695.9
079-58879	Hovedelv v. kraftstasjon							K										02.08.2022							0.12		mg/L									
079-58880	Kraftverk K2							K										02.08.2022							0.12		mg/L									
079-58878	Gautingsdalelva							Mg										05.08.2022							0.12		mg/L									
079-58879	Hovedelv v. kraftstasjon							Mg										05.08.2022							0.12		mg/L									
079-58879	Hovedelv v. kraftstasjon							Mg										01.11.2022							0.12		mg/L									
079-58882	Ved Dale							Mg										13.09.2022							0.12		mg/L									
079-58882	Daleelva ved Dale		Elv	DEPO	Overv†king av avrenning fra landdeponi	Nyrstar AS	Hardanger Milj?senter AS	NI	Nikkel	7440-02-0	VF	Ferskvann	0	Artsuavhengig	NS-ISO 5667-6:2014-1	NS-EN ISO 17294-2:2016	2022-07-07 00:00:00		0	0	m	Ufiltrert		=	0.13		æg/l					1		N	23022.8	6820695.9
079-58882	Daleelva ved Dale		Elv	ANNE	Annet	Vassomr†de Ytre Sogn	VestfoldLAB AS	TURB	Turbiditet		VF	Ferskvann	0	Artsuavhengig	UKJENT	NS-EN ISO 7027 K6	2018-11-29 00:00:00				m	Ufiltrert		=	0.13		FNU	18_A470_ 12	0.025	0.05		1	Daleelva ved Dale	N	23022.8	6820695.9
079-58879	Hovedelv v. kraftstasjon							K										13.09.2022							0.13		mg/L									
